Feedback ID,Product ID,Return Date,Return Reason,Customer Feedback
371,168,2023-04-13,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
372,90,2022-11-25,Not as described,"This product had a defect, and I'm not satisfied with it."
373,10,2023-03-31,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
374,38,2022-11-24,Changed my mind,I received the wrong item. It's not what I ordered.
375,9,2023-05-23,Poor quality,"This product had a defect, and I'm not satisfied with it."
376,171,2023-03-01,Wrong item received,"This product had a defect, and I'm not satisfied with it."
377,148,2022-12-14,Defective product,I received the wrong item. It's not what I ordered.
378,155,2022-10-06,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
379,77,2023-03-02,Poor quality,I received the wrong item. It's not what I ordered.
380,85,2022-12-25,Changed my mind,I expected something different based on the description. Disappointed.
381,23,2023-09-10,Wrong item received,The quality of the product is disappointing. It's not worth the price.
382,13,2022-11-04,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
383,28,2022-09-30,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
384,107,2022-09-17,Not as described,The product I received didn't match the description. It was misleading.
385,46,2023-04-07,Defective product,The product I received didn't match the description. It was misleading.
386,42,2022-11-20,Defective product,The product I received didn't match the description. It was misleading.
387,173,2023-06-27,Not as described,I received the wrong item. It's not what I ordered.
388,73,2023-01-17,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
389,157,2023-04-15,Changed my mind,The quality of the product is disappointing. It's not worth the price.
390,170,2022-12-23,Wrong item received,I received the wrong item. It's not what I ordered.
391,178,2023-02-08,Defective product,"This product had a defect, and I'm not satisfied with it."
392,180,2022-10-02,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
393,153,2023-07-28,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
394,147,2023-05-11,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
395,144,2023-08-14,Wrong item received,I received the wrong item. It's not what I ordered.
396,46,2023-06-15,Not as described,I'm not satisfied with the quality of this product. It's subpar.
397,117,2023-04-24,Defective product,"This is not what I ordered, and I'd like to get the correct item."
398,192,2023-08-19,Defective product,The product I received didn't match the description. It was misleading.
399,149,2023-02-19,Changed my mind,"This product had a defect, and I'm not satisfied with it."
400,93,2023-02-13,Wrong item received,The product I received was defective. It didn't work properly.
401,10,2023-02-11,Defective product,I expected something different based on the description. Disappointed.
402,24,2023-07-17,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
403,197,2023-01-02,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
404,77,2023-04-08,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
405,83,2023-06-03,Wrong item received,The product I received was defective. It didn't work properly.
406,95,2022-12-30,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
407,98,2023-04-23,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
408,18,2023-05-11,Changed my mind,I expected something different based on the description. Disappointed.
409,195,2022-11-21,Wrong item received,I received the wrong item. It's not what I ordered.
410,110,2022-09-26,Defective product,The product I received didn't match the description. It was misleading.
411,141,2023-06-16,Changed my mind,The product I received was defective. It didn't work properly.
412,17,2022-10-01,Poor quality,"This product had a defect, and I'm not satisfied with it."
413,75,2023-08-31,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
414,121,2022-10-03,Defective product,"This is not what I ordered, and I'd like to get the correct item."
415,35,2022-11-24,Changed my mind,"This product had a defect, and I'm not satisfied with it."
416,32,2023-08-28,Not as described,The quality of the product is disappointing. It's not worth the price.
417,178,2023-02-28,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
418,71,2022-10-13,Defective product,The quality of the product is disappointing. It's not worth the price.
419,85,2022-11-03,Not as described,"This is not what I ordered, and I'd like to get the correct item."
420,135,2023-05-31,Changed my mind,The quality of the product is disappointing. It's not worth the price.
421,106,2023-01-13,Wrong item received,I received the wrong item. It's not what I ordered.
422,135,2022-10-11,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
423,54,2023-04-13,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
424,179,2023-03-27,Not as described,The product I received was defective. It didn't work properly.
425,54,2023-03-29,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
426,157,2022-09-27,Changed my mind,The quality of the product is disappointing. It's not worth the price.
427,15,2023-02-15,Changed my mind,The quality of the product is disappointing. It's not worth the price.
428,28,2022-10-05,Wrong item received,"This product had a defect, and I'm not satisfied with it."
429,147,2022-10-12,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
430,187,2023-01-01,Defective product,The product I received didn't match the description. It was misleading.
431,162,2023-02-27,Changed my mind,The quality of the product is disappointing. It's not worth the price.
432,136,2023-08-13,Changed my mind,The product I received was defective. It didn't work properly.
433,23,2023-07-17,Poor quality,I expected something different based on the description. Disappointed.
434,124,2023-04-22,Defective product,"Unfortunately, I decided I didn't need this product anymore."
435,186,2023-06-22,Poor quality,I received the wrong item. It's not what I ordered.
436,177,2023-07-12,Not as described,I expected something different based on the description. Disappointed.
437,155,2023-02-25,Not as described,"Unfortunately, I decided I didn't need this product anymore."
438,181,2023-05-12,Defective product,The product I received didn't match the description. It was misleading.
439,74,2022-12-06,Poor quality,The product I received was defective. It didn't work properly.
440,110,2023-03-04,Not as described,"Unfortunately, I decided I didn't need this product anymore."
441,156,2023-05-08,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
442,82,2023-05-13,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
443,67,2023-03-26,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
444,135,2022-10-13,Changed my mind,"This product had a defect, and I'm not satisfied with it."
445,148,2023-01-15,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
446,160,2023-08-10,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
447,91,2022-11-14,Defective product,I'm not satisfied with the quality of this product. It's subpar.
448,34,2022-10-02,Poor quality,The product I received was defective. It didn't work properly.
449,158,2023-03-17,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
450,145,2023-09-03,Changed my mind,The product I received didn't match the description. It was misleading.
451,128,2023-06-22,Not as described,The product I received didn't match the description. It was misleading.
452,134,2022-12-08,Defective product,The product I received was defective. It didn't work properly.
453,187,2022-11-13,Not as described,The quality of the product is disappointing. It's not worth the price.
454,162,2023-08-06,Poor quality,I expected something different based on the description. Disappointed.
455,128,2023-04-06,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
456,127,2023-07-21,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
457,47,2023-02-03,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
458,157,2022-10-12,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
459,60,2023-05-05,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
460,182,2023-05-27,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
461,75,2023-08-21,Defective product,"This product had a defect, and I'm not satisfied with it."
462,50,2023-08-07,Not as described,I'm not satisfied with the quality of this product. It's subpar.
463,1,2023-04-18,Not as described,The quality of the product is disappointing. It's not worth the price.
464,31,2023-02-25,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
465,7,2022-12-06,Not as described,The product I received didn't match the description. It was misleading.
466,120,2023-03-09,Not as described,The product I received was defective. It didn't work properly.
467,161,2022-09-28,Poor quality,I expected something different based on the description. Disappointed.
468,31,2022-10-21,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
469,189,2023-07-17,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
470,54,2022-09-24,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
471,158,2023-07-05,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
472,107,2022-12-02,Defective product,I received the wrong item. It's not what I ordered.
473,106,2023-05-04,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
474,12,2023-09-13,Wrong item received,I expected something different based on the description. Disappointed.
475,86,2023-06-28,Defective product,"This product had a defect, and I'm not satisfied with it."
476,90,2022-10-27,Defective product,I expected something different based on the description. Disappointed.
477,144,2023-09-05,Not as described,I expected something different based on the description. Disappointed.
478,164,2022-11-24,Defective product,The quality of the product is disappointing. It's not worth the price.
479,55,2023-09-02,Wrong item received,I expected something different based on the description. Disappointed.
480,3,2023-05-12,Changed my mind,The product I received didn't match the description. It was misleading.
481,164,2023-08-17,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
482,52,2022-09-26,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
483,177,2023-04-11,Not as described,The quality of the product is disappointing. It's not worth the price.
484,73,2023-09-08,Wrong item received,The quality of the product is disappointing. It's not worth the price.
485,66,2023-08-15,Poor quality,The quality of the product is disappointing. It's not worth the price.
486,18,2022-09-28,Poor quality,The product I received was defective. It didn't work properly.
487,79,2023-05-28,Changed my mind,I received the wrong item. It's not what I ordered.
488,77,2023-08-18,Not as described,I received the wrong item. It's not what I ordered.
489,130,2023-07-21,Changed my mind,The product I received was defective. It didn't work properly.
490,141,2022-10-28,Defective product,"This product had a defect, and I'm not satisfied with it."
491,83,2023-05-18,Defective product,I expected something different based on the description. Disappointed.
492,197,2023-08-03,Not as described,"This product had a defect, and I'm not satisfied with it."
493,2,2022-12-27,Not as described,"This is not what I ordered, and I'd like to get the correct item."
494,30,2023-08-20,Not as described,"Unfortunately, I decided I didn't need this product anymore."
495,176,2022-10-27,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
496,86,2023-09-11,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
497,88,2022-11-22,Not as described,The product I received didn't match the description. It was misleading.
498,102,2023-03-20,Not as described,I received the wrong item. It's not what I ordered.
499,186,2023-04-09,Not as described,The quality of the product is disappointing. It's not worth the price.
500,146,2022-10-31,Defective product,The quality of the product is disappointing. It's not worth the price.
501,158,2023-05-26,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
502,8,2022-10-05,Defective product,I expected something different based on the description. Disappointed.
503,45,2022-12-29,Defective product,"Unfortunately, I decided I didn't need this product anymore."
504,50,2022-12-14,Defective product,"This product had a defect, and I'm not satisfied with it."
505,85,2023-07-24,Wrong item received,The product I received was defective. It didn't work properly.
506,87,2023-07-05,Wrong item received,The product I received didn't match the description. It was misleading.
507,173,2023-01-13,Defective product,I expected something different based on the description. Disappointed.
508,123,2022-10-06,Not as described,I expected something different based on the description. Disappointed.
509,122,2022-12-15,Defective product,I expected something different based on the description. Disappointed.
510,10,2022-11-21,Defective product,"Unfortunately, I decided I didn't need this product anymore."
511,166,2023-04-11,Poor quality,I expected something different based on the description. Disappointed.
512,35,2022-12-16,Poor quality,The product I received didn't match the description. It was misleading.
513,124,2023-08-02,Defective product,The product I received didn't match the description. It was misleading.
514,40,2023-01-04,Wrong item received,The product I received was defective. It didn't work properly.
515,161,2023-05-12,Defective product,I received the wrong item. It's not what I ordered.
516,118,2023-03-04,Changed my mind,The product I received was defective. It didn't work properly.
517,138,2023-07-25,Defective product,"This product had a defect, and I'm not satisfied with it."
518,86,2023-02-02,Defective product,"This product had a defect, and I'm not satisfied with it."
519,119,2023-05-19,Changed my mind,I received the wrong item. It's not what I ordered.
520,106,2022-09-21,Defective product,I received the wrong item. It's not what I ordered.
521,191,2023-03-13,Defective product,The product I received was defective. It didn't work properly.
522,15,2023-06-08,Defective product,The product I received didn't match the description. It was misleading.
523,134,2023-07-05,Poor quality,"This product had a defect, and I'm not satisfied with it."
524,77,2022-12-24,Not as described,The product I received was defective. It didn't work properly.
525,145,2023-03-20,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
526,186,2022-09-23,Not as described,I'm not satisfied with the quality of this product. It's subpar.
527,174,2023-02-02,Not as described,"This product had a defect, and I'm not satisfied with it."
528,81,2023-08-22,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
529,143,2023-03-12,Defective product,"This product had a defect, and I'm not satisfied with it."
530,138,2023-07-21,Defective product,"Unfortunately, I decided I didn't need this product anymore."
531,5,2023-05-02,Not as described,"This product had a defect, and I'm not satisfied with it."
532,54,2022-12-09,Changed my mind,The product I received was defective. It didn't work properly.
533,148,2022-10-11,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
534,176,2022-10-28,Changed my mind,"This product had a defect, and I'm not satisfied with it."
535,85,2023-05-31,Changed my mind,The product I received was defective. It didn't work properly.
536,91,2023-08-20,Not as described,"This product had a defect, and I'm not satisfied with it."
537,17,2023-04-01,Poor quality,The quality of the product is disappointing. It's not worth the price.
538,39,2023-03-02,Poor quality,The product I received didn't match the description. It was misleading.
539,72,2023-04-28,Not as described,The quality of the product is disappointing. It's not worth the price.
540,8,2023-07-12,Poor quality,The product I received didn't match the description. It was misleading.
541,87,2023-04-19,Poor quality,I expected something different based on the description. Disappointed.
542,97,2022-10-30,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
543,161,2023-05-01,Defective product,The product I received was defective. It didn't work properly.
544,137,2023-08-17,Poor quality,"This product had a defect, and I'm not satisfied with it."
545,43,2023-05-21,Defective product,I expected something different based on the description. Disappointed.
546,147,2022-10-08,Poor quality,"Unfortunately, I decided I didn't need this product anymore."
547,156,2022-09-28,Not as described,The quality of the product is disappointing. It's not worth the price.
548,100,2022-12-09,Not as described,"Unfortunately, I decided I didn't need this product anymore."
549,48,2022-10-26,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
550,153,2023-07-28,Not as described,The product I received didn't match the description. It was misleading.
551,30,2022-10-08,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
552,193,2023-06-01,Defective product,The quality of the product is disappointing. It's not worth the price.
553,79,2023-02-03,Defective product,The product I received didn't match the description. It was misleading.
554,181,2023-07-03,Not as described,I'm not satisfied with the quality of this product. It's subpar.
555,81,2023-09-13,Poor quality,The quality of the product is disappointing. It's not worth the price.
556,182,2023-03-22,Wrong item received,The product I received was defective. It didn't work properly.
557,9,2023-03-05,Changed my mind,The product I received was defective. It didn't work properly.
558,70,2023-06-09,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
559,106,2022-12-23,Not as described,"This product had a defect, and I'm not satisfied with it."
560,23,2022-10-09,Wrong item received,The quality of the product is disappointing. It's not worth the price.
561,128,2023-02-26,Defective product,I expected something different based on the description. Disappointed.
562,61,2022-12-02,Not as described,The product I received didn't match the description. It was misleading.
563,96,2023-09-07,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
564,116,2022-10-31,Wrong item received,The product I received didn't match the description. It was misleading.
565,78,2023-01-24,Wrong item received,The quality of the product is disappointing. It's not worth the price.
566,56,2023-02-18,Not as described,"This product had a defect, and I'm not satisfied with it."
567,135,2022-10-27,Poor quality,The product I received was defective. It didn't work properly.
568,78,2023-01-19,Not as described,The product I received didn't match the description. It was misleading.
569,45,2023-03-26,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
570,29,2023-02-17,Defective product,I received the wrong item. It's not what I ordered.
571,96,2023-03-17,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
572,10,2023-05-30,Defective product,The quality of the product is disappointing. It's not worth the price.
573,200,2022-10-04,Wrong item received,The product I received didn't match the description. It was misleading.
574,52,2022-09-26,Defective product,I received the wrong item. It's not what I ordered.
575,24,2022-12-08,Poor quality,The product I received was defective. It didn't work properly.
576,114,2023-06-08,Not as described,The product I received didn't match the description. It was misleading.
577,130,2023-06-24,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
578,7,2022-10-24,Changed my mind,I received the wrong item. It's not what I ordered.
579,124,2022-09-23,Changed my mind,I received the wrong item. It's not what I ordered.
580,129,2023-02-24,Poor quality,The product I received didn't match the description. It was misleading.
581,40,2023-01-20,Defective product,I'm not satisfied with the quality of this product. It's subpar.
582,49,2023-03-06,Defective product,The product I received didn't match the description. It was misleading.
583,88,2023-03-17,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
584,124,2023-03-02,Wrong item received,The product I received was defective. It didn't work properly.
585,188,2023-03-17,Defective product,"Unfortunately, I decided I didn't need this product anymore."
586,135,2023-08-18,Wrong item received,"This product had a defect, and I'm not satisfied with it."
587,80,2022-12-20,Changed my mind,I received the wrong item. It's not what I ordered.
588,199,2023-04-19,Wrong item received,"This product had a defect, and I'm not satisfied with it."
589,84,2022-12-08,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
590,37,2023-01-22,Changed my mind,The product I received didn't match the description. It was misleading.
591,197,2022-11-12,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
592,26,2023-03-06,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
593,133,2023-05-12,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
594,174,2023-07-12,Wrong item received,The quality of the product is disappointing. It's not worth the price.
595,34,2023-06-29,Changed my mind,The product I received was defective. It didn't work properly.
596,53,2022-10-02,Wrong item received,The product I received was defective. It didn't work properly.
597,186,2022-09-15,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
598,10,2023-04-26,Defective product,"This is not what I ordered, and I'd like to get the correct item."
599,118,2023-02-23,Wrong item received,"This product had a defect, and I'm not satisfied with it."
600,100,2023-06-28,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
601,183,2023-09-06,Not as described,"Unfortunately, I decided I didn't need this product anymore."
602,134,2023-09-02,Defective product,I received the wrong item. It's not what I ordered.
603,30,2022-12-11,Wrong item received,The quality of the product is disappointing. It's not worth the price.
604,2,2022-12-11,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
605,80,2022-11-26,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
606,12,2023-03-09,Wrong item received,The product I received didn't match the description. It was misleading.
607,176,2023-01-30,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
608,153,2023-08-13,Defective product,I received the wrong item. It's not what I ordered.
609,23,2023-05-16,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
610,86,2022-10-11,Not as described,"This is not what I ordered, and I'd like to get the correct item."
611,120,2022-12-15,Wrong item received,The product I received didn't match the description. It was misleading.
612,12,2023-05-16,Wrong item received,"This product had a defect, and I'm not satisfied with it."
613,27,2023-05-19,Poor quality,I received the wrong item. It's not what I ordered.
614,134,2023-01-09,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
615,197,2023-05-14,Not as described,I expected something different based on the description. Disappointed.
616,169,2023-06-26,Defective product,The product I received was defective. It didn't work properly.
617,191,2022-10-09,Changed my mind,I received the wrong item. It's not what I ordered.
618,80,2023-06-12,Not as described,"This product had a defect, and I'm not satisfied with it."
619,6,2022-11-01,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
620,148,2023-01-03,Not as described,"This is not what I ordered, and I'd like to get the correct item."
621,195,2022-11-28,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
622,80,2022-11-16,Wrong item received,The product I received was defective. It didn't work properly.
623,164,2022-11-15,Defective product,"This product had a defect, and I'm not satisfied with it."
624,54,2023-03-06,Not as described,I expected something different based on the description. Disappointed.
625,83,2022-09-27,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
626,52,2023-02-14,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
627,50,2023-07-20,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
628,74,2023-02-05,Poor quality,"This product had a defect, and I'm not satisfied with it."
629,71,2022-09-29,Poor quality,I expected something different based on the description. Disappointed.
630,137,2022-11-29,Changed my mind,The product I received was defective. It didn't work properly.
631,82,2023-07-21,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
632,198,2023-06-19,Changed my mind,The product I received didn't match the description. It was misleading.
633,113,2022-11-18,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
634,172,2023-01-22,Poor quality,I expected something different based on the description. Disappointed.
635,31,2023-04-03,Wrong item received,The quality of the product is disappointing. It's not worth the price.
636,70,2023-05-21,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
637,39,2023-08-11,Poor quality,The product I received was defective. It didn't work properly.
638,41,2023-02-19,Changed my mind,I expected something different based on the description. Disappointed.
639,71,2023-09-03,Not as described,"This is not what I ordered, and I'd like to get the correct item."
640,30,2023-05-31,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
641,4,2023-05-28,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
642,160,2023-02-21,Defective product,I'm not satisfied with the quality of this product. It's subpar.
643,144,2023-04-13,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
644,132,2023-07-09,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
645,27,2023-06-17,Wrong item received,I received the wrong item. It's not what I ordered.
646,53,2023-04-13,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
647,139,2023-01-06,Not as described,"This is not what I ordered, and I'd like to get the correct item."
648,90,2023-04-25,Defective product,I'm not satisfied with the quality of this product. It's subpar.
649,141,2023-04-21,Defective product,"This is not what I ordered, and I'd like to get the correct item."
650,82,2022-12-19,Defective product,I received the wrong item. It's not what I ordered.
651,70,2022-09-15,Defective product,The quality of the product is disappointing. It's not worth the price.
652,37,2023-04-22,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
653,181,2022-11-08,Defective product,I expected something different based on the description. Disappointed.
654,73,2023-05-22,Not as described,"This is not what I ordered, and I'd like to get the correct item."
655,147,2022-12-11,Wrong item received,"This product had a defect, and I'm not satisfied with it."
656,63,2023-09-13,Poor quality,"This product had a defect, and I'm not satisfied with it."
657,44,2023-08-28,Changed my mind,"Unfortunately, I decided I didn't need this product anymore."
658,19,2022-10-08,Not as described,"This is not what I ordered, and I'd like to get the correct item."
659,80,2023-05-29,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
660,157,2023-07-15,Poor quality,I expected something different based on the description. Disappointed.
661,87,2022-09-28,Poor quality,I expected something different based on the description. Disappointed.
662,139,2022-10-26,Defective product,"This product had a defect, and I'm not satisfied with it."
663,114,2022-09-20,Defective product,"This product had a defect, and I'm not satisfied with it."
664,13,2023-01-04,Poor quality,The product I received was defective. It didn't work properly.
665,34,2023-09-13,Wrong item received,The product I received was defective. It didn't work properly.
666,8,2023-09-08,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
667,121,2022-09-24,Not as described,The product I received was defective. It didn't work properly.
668,173,2022-10-03,Changed my mind,I expected something different based on the description. Disappointed.
669,13,2023-09-04,Wrong item received,I received the wrong item. It's not what I ordered.
670,28,2023-07-20,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
671,99,2023-06-15,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
672,14,2023-06-13,Changed my mind,I expected something different based on the description. Disappointed.
673,23,2023-07-09,Poor quality,I changed my mind after purchasing the product. Can I return it for a refund?
674,110,2023-02-22,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
675,101,2023-03-05,Poor quality,The quality of the product is disappointing. It's not worth the price.
676,46,2023-06-26,Poor quality,The product I received was defective. It didn't work properly.
677,181,2023-05-30,Defective product,The product I received was defective. It didn't work properly.
678,153,2023-02-05,Defective product,The quality of the product is disappointing. It's not worth the price.
679,152,2023-09-06,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
680,162,2023-09-12,Defective product,I received the wrong item. It's not what I ordered.
681,177,2022-11-24,Wrong item received,The product I received didn't match the description. It was misleading.
682,180,2023-01-21,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
683,115,2023-02-01,Changed my mind,I received the wrong item. It's not what I ordered.
684,158,2022-11-26,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
685,92,2022-12-25,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
686,80,2022-09-17,Wrong item received,"Unfortunately, I decided I didn't need this product anymore."
687,86,2023-08-11,Defective product,I'm not satisfied with the quality of this product. It's subpar.
688,51,2022-11-07,Defective product,I changed my mind after purchasing the product. Can I return it for a refund?
689,183,2023-05-13,Not as described,The quality of the product is disappointing. It's not worth the price.
690,195,2023-07-26,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
691,172,2023-07-14,Changed my mind,The product I received was defective. It didn't work properly.
692,137,2023-05-22,Not as described,"This product had a defect, and I'm not satisfied with it."
693,21,2022-11-03,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
694,194,2022-10-12,Wrong item received,"This product had a defect, and I'm not satisfied with it."
695,196,2023-01-03,Not as described,"This is not what I ordered, and I'd like to get the correct item."
696,120,2022-09-23,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
697,146,2022-09-23,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
698,34,2022-09-18,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
699,24,2022-11-22,Defective product,I received the wrong item. It's not what I ordered.
700,179,2023-04-09,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
701,120,2022-09-20,Wrong item received,The product I received was defective. It didn't work properly.
702,25,2023-01-02,Poor quality,The product I received was defective. It didn't work properly.
703,117,2023-04-24,Poor quality,The product I received didn't match the description. It was misleading.
704,80,2023-02-26,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
705,176,2023-03-09,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
706,165,2022-12-26,Wrong item received,I expected something different based on the description. Disappointed.
707,182,2023-09-08,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
708,197,2022-10-28,Not as described,"This is not what I ordered, and I'd like to get the correct item."
709,120,2023-01-26,Poor quality,The product I received didn't match the description. It was misleading.
710,121,2022-12-16,Defective product,"Unfortunately, I decided I didn't need this product anymore."
711,60,2023-05-11,Wrong item received,I received the wrong item. It's not what I ordered.
712,58,2023-03-14,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
713,37,2022-12-29,Wrong item received,"This product had a defect, and I'm not satisfied with it."
714,158,2022-09-24,Poor quality,The quality of the product is disappointing. It's not worth the price.
715,67,2022-11-28,Wrong item received,"This is not what I ordered, and I'd like to get the correct item."
716,94,2022-11-26,Poor quality,I'm not satisfied with the quality of this product. It's subpar.
717,101,2023-08-20,Changed my mind,The quality of the product is disappointing. It's not worth the price.
718,47,2023-05-18,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
719,180,2023-05-18,Changed my mind,I received the wrong item. It's not what I ordered.
720,171,2023-06-16,Defective product,I received the wrong item. It's not what I ordered.
721,85,2023-07-10,Defective product,I'm not satisfied with the quality of this product. It's subpar.
722,84,2023-03-23,Poor quality,The product I received didn't match the description. It was misleading.
723,117,2022-12-22,Defective product,I'm not satisfied with the quality of this product. It's subpar.
724,125,2022-11-15,Not as described,"This product had a defect, and I'm not satisfied with it."
725,8,2023-03-03,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
726,17,2023-02-08,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
727,122,2023-01-22,Poor quality,"This is not what I ordered, and I'd like to get the correct item."
728,29,2023-03-19,Defective product,I'm not satisfied with the quality of this product. It's subpar.
729,90,2022-09-25,Changed my mind,"This is not what I ordered, and I'd like to get the correct item."
730,123,2023-06-18,Wrong item received,I'm not satisfied with the quality of this product. It's subpar.
731,119,2023-05-11,Defective product,"Unfortunately, I decided I didn't need this product anymore."
732,44,2023-06-15,Wrong item received,I changed my mind after purchasing the product. Can I return it for a refund?
733,73,2023-07-24,Changed my mind,I changed my mind after purchasing the product. Can I return it for a refund?
734,197,2023-08-16,Changed my mind,The product I received was defective. It didn't work properly.
735,90,2023-03-04,Wrong item received,The product I received was defective. It didn't work properly.
736,155,2023-01-09,Changed my mind,I'm not satisfied with the quality of this product. It's subpar.
737,148,2023-01-05,Defective product,"This product had a defect, and I'm not satisfied with it."
738,33,2023-01-11,Not as described,I expected something different based on the description. Disappointed.
739,131,2022-11-16,Not as described,I changed my mind after purchasing the product. Can I return it for a refund?
740,27,2022-10-18,Not as described,"Unfortunately, I decided I didn't need this product anymore."
